Wavelength;SR;SG;SB;E_R;E_G;E_B
392.5711500000001;0.008178068534658637;0.0012716051844439916;0.015489465745478324;1.2091379709600334;6.029120208244066;0.3861992495744017
393.29734;0.009693489874144194;0.0013574493753304678;0.02245003618837609;0.9836098906645078;5.570171675773311;0.27249822815682045
394.0235300000001;0.011342085066072278;0.001394144946702112;0.03177834379524642;0.7559561223870128;3.2750794240413375;0.1751411708208061
394.74972;0.013307307770422643;0.0016865841921288008;0.04164964316526774;0.6729932808822472;4.0480036582263175;0.1262361026124796
395.47591;0.015453881077400608;0.0018677705656995243;0.05349576971062973;0.5540729317251201;2.6364368269975667;0.0960363772998169
396.2021;0.018104125642043233;0.0022621097351965083;0.06706662036082273;0.5033526279402295;4.0203626995108035;0.07962963198626925
396.92829000000006;0.020556395701882835;0.0026589505861867257;0.0814349224946125;0.41168694366799596;2.4947828025903567;0.06257082355951286
397.65448;0.023485627243216404;0.0032277781247942324;0.09831873033375474;0.3381875338725655;1.4361978949328298;0.051710142884225846
398.38067;0.02612982646855065;0.003941534436490838;0.11482812279324739;0.31295698666633953;1.7912181583167668;0.042709485150357905
399.10686;0.028973314730942643;0.004636112472977946;0.13478025464766738;0.27173730357110043;1.1054297694073167;0.03662243350858274
399.83305;0.031381108853564633;0.0053152347951106755;0.1542933148625718;0.2528275282934048;1.0765553713106455;0.03086801398875197
400.5592400000001;0.03338725850123757;0.00576156566836692;0.17357419541145735;0.23141312192283087;0.8883964118207144;0.027376053772207094
401.28543;0.03483798169803125;0.006070884434214776;0.19102956491796402;0.21659431451650898;0.8329369040036487;0.024120286535171568
402.01162;0.03590497884666995;0.006648450768564817;0.20467470890466705;0.20576267049889516;0.8162722020832948;0.02158608228496673
402.73781;0.03731650542747828;0.00720676512240116;0.22182915270969025;0.19234976288911765;0.7342549389238554;0.019670311209718534
403.46400000000006;0.038874418563231074;0.007997099873481508;0.23990815366948803;0.18378615802373496;0.653307834120086;0.01815236065125023
404.19019;0.040404856236212976;0.008913652773426449;0.2597146857576894;0.17407496856650514;0.5619505948111336;0.016603107445158145
404.91638;0.0402144660729535;0.009520922860571249;0.26942531182883594;0.16631246218043974;0.46550091958054785;0.015428041096343648
405.64257;0.04043599615124988;0.010322607841235258;0.2823885049264005;0.16451464696524393;0.45540265623673565;0.014265851601832646
406.36876;0.041057172989947904;0.011156411995093927;0.30121502184874344;0.16084955547266955;0.41919953911373575;0.013333666642643264
407.09495;0.04169904806321704;0.011999232437338584;0.3203644733962634;0.15589950735010405;0.37833847997201847;0.012403677838616978
407.82114;0.04154868302436089;0.012551844684932152;0.33269806097377586;0.1536315996429629;0.3643630847134863;0.011660923415907819
408.54733;0.04256079781762609;0.013504936875605809;0.3524921691763737;0.1472001293047423;0.32232545920259004;0.010863195516290112
409.27352;0.04221228967935152;0.01413414251437783;0.35899920701354543;0.14611129704501427;0.3105754807381772;0.010253209393707583
409.9997100000001;0.04309726820374853;0.015177875443442563;0.37625374371001574;0.14179618848647996;0.281929108097105;0.00993191777431338
410.7259;0.04284994691000646;0.015851148376473757;0.38293061381484117;0.14032409431806753;0.26796600268950094;0.02654356569495233
411.45209;0.04312387952121973;0.01685451847309227;0.3950391170076451;0.1365691117051321;0.2444335118076916;0.025280967851451234
412.17828;0.043073382049459735;0.017778328412886304;0.4068152992814027;0.13664849837784165;0.23468009337790258;0.024315366406974334
412.90447000000006;0.04308642779143951;0.018823219924196857;0.42119865316552696;0.13460595481546445;0.21829188167903515;0.023165312345200476
413.63066;0.04259804052678404;0.019632386349193495;0.4339975411970714;0.13480466597060334;0.20650492064812123;0.022474938546536677
414.35685;0.04327546458703619;0.021052780048347625;0.4583797506101392;0.1328305896642301;0.19011770461620808;0.0210410917183229
415.08304;0.043250767773708246;0.022166204776723042;0.47470879480684164;0.1315637923719785;0.18010057557034234;0.019964667147449933
415.80923;0.04295783880451831;0.023149320113751055;0.4881029911752153;0.1299722769452972;0.1704072481771206;0.019092904317049703
416.53542;0.04255361682090403;0.024022549872122677;0.5000626650265375;0.12924550301884066;0.16188191639704028;0.018480516687692645
417.26161;0.04214123779927476;0.024895005141069394;0.5103435376430331;0.12674980385901402;0.15102650979805038;0.017771027397342973
417.9878;0.04097823831633689;0.025310718050650338;0.5116595804373804;0.1272465062228399;0.14472089328196316;0.017244921750133476
418.71399;0.040789952985366834;0.026391274335940972;0.5263573115830505;0.1281486790774759;0.13967346423175808;0.01656068422951752
419.44018000000005;0.03986904535651887;0.027020700565353845;0.5327482915004106;0.12876469067683569;0.13389326150897504;0.01623365440162146
420.16637;0.0395023419148608;0.028068584045171294;0.5471901018084196;0.12792701029265385;0.12669066778990037;0.01564637354240365
420.89256;0.03760789822895932;0.028024206518936043;0.5399422308730246;0.12988041313991583;0.12295654085692936;0.015101282204823157
421.61875;0.037255782288346175;0.029088024147228043;0.5538408314810687;0.1300384084902826;0.11744419453718086;0.014688641574470836
422.34494;0.03645322627291133;0.02977360233255718;0.5587559535442491;0.13117369808337398;0.113140118109489;0.014388140277233261
423.07113;0.03609038335626225;0.030754613831915394;0.5692064482827358;0.13046597944272315;0.10746040793975736;0.013892326761766825
423.79732;0.0350263477837265;0.031062442669143795;0.5693633936432283;0.13172089005392593;0.10434366632047057;0.01359414035120525
424.52351;0.03386891495235539;0.03120794952071817;0.5675328454065038;0.13387474595224694;0.10217713549390363;0.01335962246667034
425.2497;0.032982211795371495;0.03152313548326534;0.5722561914075958;0.13439863162799243;0.09922058057527103;0.013230314561812472
425.9758900000001;0.03223552418173892;0.03188632204167675;0.578496274800284;0.13381449681945237;0.09566769258264604;0.012682337048155667
426.70208;0.03145421949249489;0.03216188532032176;0.5856998312852354;0.13729931957506386;0.09449802887379383;0.012243876443872693
427.42827;0.03048712448145915;0.03217629699959911;0.587158507927039;0.13855702967105857;0.09197762676079062;0.012005520043831023
428.15446;0.03015243201392047;0.03283505898574967;0.6014012761804026;0.14116202125774024;0.09095466731966002;0.011829953214059299
428.88065000000006;0.029645945797894382;0.03333436852614172;0.6123975953605802;0.13935395518913804;0.0876341118169675;0.011450921364696491
429.60684;0.028477985257463395;0.033058763555851196;0.6081898901466698;0.14282150205587268;0.08681168678986514;0.011186721782584444
430.33303;0.027781963681897306;0.033219752314348094;0.6108461516077799;0.1402608083295871;0.08306091410766615;0.010853537972533552
431.05922;0.02792722043400956;0.03443165967542094;0.6396133286710772;0.14597968972864692;0.08298870343894324;0.010676726682422526
431.78541;0.026618507256759828;0.03375042796218816;0.630350920414428;0.14512130118163913;0.08004602887662965;0.010321322848432332
432.5116;0.02614502338209545;0.034179562171955176;0.6446916380665576;0.14705449064194578;0.07886723226717536;0.010021121985748947
433.23779;0.026544385597253927;0.03571977437611589;0.6735275751775923;0.1457592413255699;0.07638480432166847;0.009668649651294953
433.96398;0.02606618404110916;0.03629113223419816;0.6853028323280134;0.14971389816317537;0.07552877269858986;0.009313485484943434
434.69017;0.02594043700380584;0.03749739808453668;0.7020473027763524;0.142175852635;0.07047323497640506;0.009081152833318246
435.41636000000005;0.02498860725909915;0.03790911015193682;0.7062933238528518;0.15136903652538045;0.07012486213300742;0.0089032597941275
436.14255;0.024763318394359416;0.03937325961770759;0.7209836028715697;0.14343811696792905;0.06453073255666873;0.008606550645038402
436.86874;0.024302611387782225;0.04069665859353254;0.7342440957006883;0.15305031287354173;0.06373927245870824;0.008335935771913154
437.59493;0.023847055216853447;0.041665793138177164;0.7383091303815498;0.1511602354434222;0.060110279364536924;0.008137229121456514
438.32112;0.02333481727046529;0.04261113397772241;0.7451737251548607;0.1583968828055867;0.05942665837072776;0.007971763760330111
439.04731;0.023487504050569177;0.04453956447131639;0.764447174649591;0.14383517319436895;0.05460109790624304;0.007765030324621029
439.7735;0.02308106218186161;0.04553377218078179;0.7695777745699321;0.15410551334234135;0.054543434247596306;0.007585355408369501
440.49969;0.02303734903952815;0.04729248440460385;0.7857678093882369;0.14451835911301936;0.05135077974734444;0.00739998033554361
441.22588;0.022209818837534354;0.047642329912693286;0.7829570438921086;0.1532781740086349;0.049916805123027395;0.007238044160838589
441.9520700000001;0.02183583847256139;0.04903234735839895;0.7990765278947134;0.15297735888253347;0.047985081007272404;0.0070909370212228675
442.67826;0.02128434194370301;0.05016743050800453;0.8174876495132825;0.15764039664654214;0.04711357831594975;0.006935605264478176
443.40445;0.020820301520810065;0.05066678826155724;0.825621425691058;0.1650613336627756;0.04634161638092684;0.0067811703549868355
444.13064;0.01984381985655239;0.049669981859070365;0.8150164260396326;0.16321883611569238;0.04566536069207125;0.0066720018707548
444.85683000000006;0.01984858345194665;0.05092260187500508;0.8396795256415343;0.1653189410083222;0.04509606239920548;0.00651353304941429
445.58302;0.018766856638246773;0.04960649242121604;0.8218072198057749;0.16355504245697802;0.044563289010669915;0.006395767554894499
446.30921;0.01845191106406782;0.050136740592559986;0.8315653196364579;0.16312549513950858;0.04392250715615528;0.006275531432413356
447.0354;0.017870277231705877;0.0487163814892904;0.8228238424776603;0.16766368036453275;0.04300858548959042;0.006198409684065773
447.76159;0.017642458475076454;0.04921877868251287;0.8272915375290664;0.17910156460943732;0.04211041624803863;0.006110562676732262
448.48778;0.017714442758262616;0.05090591918535405;0.8380663482374964;0.17283184399868204;0.041508051955135176;0.006017651562567435
449.21397;0.017835666807262382;0.053356016907510934;0.8450605137260983;0.16833060223936805;0.040978512262820004;0.005944567764999938
449.9401600000001;0.01770276043439993;0.054754070145032606;0.8348523990838549;0.16082624518472394;0.04023842041501475;0.0058385842701393674
450.66635;0.018030702460708162;0.058007108001928306;0.8434556651931805;0.1533553455815171;0.03152604654548349;0.009941679553526346
451.39254000000005;0.018343079259072286;0.0614158997931765;0.8517909102530461;0.15138399975684594;0.030499931815628017;0.00972642319840424
452.11873;0.01781760613446906;0.063271061586798;0.8359363847287947;0.15045041185442146;0.02906150068749409;0.009652946708448459
452.84492;0.01758379080961443;0.06595610348840324;0.8414858286661133;0.15310015196303098;0.028919358931185468;0.00952493168010737
453.57111;0.017286582712872908;0.06855927760784197;0.8513015139795586;0.15527722071055086;0.026773904288276595;0.009454860733869244
454.2973;0.016482506957716078;0.0678195135883482;0.8382137199621578;0.15791296160064092;0.02660144540295779;0.009388587743200338
455.02349;0.016269172660889553;0.07025141969574959;0.8572556304407195;0.16332695554975551;0.025495568917830915;0.009197466263112634
455.74968;0.015449529375749222;0.06942470103036683;0.8414575899668286;0.16548152057147983;0.025616805236210585;0.00903128791081716
456.47587;0.014983755670859815;0.07012393043440929;0.8377978094180701;0.16807678124613584;0.024486698919603603;0.008924360686207363
457.20206;0.014687543345053906;0.07041419693654308;0.8401052832562363;0.17003821943318748;0.024882349885851415;0.008825604800419658
457.9282500000001;0.014691182885887274;0.07264867483770526;0.8598396082447431;0.1745558814532384;0.023997046892447308;0.008858945328058766
458.65444;0.014475989955486811;0.07338724135497707;0.8657804319877312;0.17385551275662975;0.02383466645881464;0.008846629709196042
459.38063;0.01411891718318192;0.07406443682028292;0.8640856115131611;0.17392635333313256;0.022678139959528564;0.00864990876355318
460.10682;0.013932461441118071;0.07507756509164627;0.8704665473453852;0.1772362238306479;0.023380872779505964;0.008509797646903728
460.83301000000006;0.013813172673331379;0.07707260382429612;0.8798306645997435;0.18229557430857243;0.02211561546315604;0.008358198202839097
461.5592;0.013494450517542755;0.0769700916957006;0.8740389705295206;0.17904131593825282;0.02163688920874697;0.008162648483967168
462.28539;0.013760148246791058;0.08081766274626252;0.9032138619989687;0.17702338773198584;0.020518015612178378;0.008094573774519328
463.01158;0.013807727399594296;0.08238489075377754;0.9105596568158104;0.17360717420402944;0.02022261196643175;0.00792967142835253
463.73777000000007;0.013872171289179516;0.08485864115954261;0.9180610210592945;0.17257652796217915;0.019264645222679743;0.007791494322416427
464.46396;0.013755456467054736;0.08514352449519788;0.9154207565999215;0.1700851458859076;0.01930246792812785;0.0076621683711542874
465.19015;0.013756151915549176;0.0872119811511401;0.9250163802249288;0.16700245476237371;0.017974434492456965;0.0075058500823049846
465.91634;0.014033714758454868;0.09052820975571667;0.9530502815548597;0.16551672516848123;0.0180502873916026;0.007347963106074027
466.64253;0.01375470856520299;0.09121710813606394;0.9421225724757654;0.1670475040011288;0.016878223943862188;0.007205381820845472
467.36872000000005;0.013981452327946437;0.09478389521106148;0.959561634568978;0.16418283578593176;0.0169733004884734;0.007084340498485166
468.09491;0.013969868180686656;0.09753690356213321;0.9549416171306429;0.16092704497589752;0.015647021306047133;0.00702083617401543
468.8211;0.01418677856025081;0.10187105382363074;0.9587735686692435;0.15728648537774337;0.015364746846940162;0.006948982120040135
469.54729;0.014545357800683396;0.10790518087003306;0.9611753971286614;0.15401009226303092;0.01409734117546775;0.006877179970902493
470.27348000000006;0.014907144911112767;0.11350159772300197;0.9676549225374723;0.14714883384552335;0.013448009500129867;0.006782467042626901
470.99967;0.01495057286761699;0.11908567326501429;0.9646554228316758;0.14108232913895855;0.012152975794243457;0.006590270551527215
471.72586;0.015019730788608078;0.12867152633716125;0.9727138417962349;0.13827305134424453;0.011479957250834264;0.006518275977982942
472.45205;0.014853383938893116;0.13393830707688897;0.9738251109389923;0.13628892691605182;0.01085071851096622;0.006409034627978639
473.17824;0.014817266149063608;0.1374236224319423;0.9867227973097406;0.14138009407493232;0.010548384197572726;0.006229288148059507
473.9044300000001;0.01450368051790663;0.1371951481141909;0.9828186261989749;0.14352994311490155;0.009632559994732443;0.006206725589229515
474.63062;0.014381378751289278;0.13684956788057018;0.985251212512272;0.14250168515840972;0.00923575453177041;0.006147467947496181
475.35681;0.01432930458580284;0.1365261925075741;0.9831475733072574;0.140514261387203;0.018877208510387114;0.006082285759147558
476.083;0.014592729539571211;0.13861354572310325;0.992903733524342;0.13459139344093604;0.017437350004331005;0.0059657143372596035
476.80919000000006;0.014749079941112197;0.1399472938714402;0.9830549585724854;0.13223900344065895;0.016240171099551216;0.005935162307828041
477.53538;0.015137913680847727;0.14580806851993677;0.9906367345284007;0.12838446326776798;0.01522888165531848;0.0058942446928172305
478.26157;0.015563500325399935;0.15585210951251563;1.0;0.12539336940137563;0.014295169340681679;0.0058558361701117195
478.98776;0.01548167405362025;0.1636355583955591;0.9761570309943011;0.12213346149328021;0.01344719373069472;0.005761160186689657
479.71395000000007;0.015722110882395376;0.1725568163175753;0.9743802657683642;0.11952989327423129;0.012528968573884646;0.005781406137373821
480.44014;0.01592959179265949;0.18162787883634784;0.9702893690729167;0.11775986750369721;0.011749780736841046;0.005747488070075713
481.16633;0.016098990641732487;0.1906665747042534;0.9641336665148608;0.11644788017354088;0.011452147081441513;0.005823397065996691
481.89252;0.01621472599637134;0.198924725868142;0.9555333172256403;0.11437880127544953;0.010967243447905365;0.005824885100658557
482.61871;0.016529538664720414;0.21000989474018752;0.961672302726679;0.11269981094071752;0.010171031100095193;0.00578875548549229
483.34490000000005;0.016524849942499076;0.2167320720751702;0.9512117581286088;0.11110154663150969;0.009687669183761146;0.005777620579480438
484.07109;0.01657170543154483;0.22466452730495928;0.9452791363906287;0.10992484106454851;0.009375197745476077;0.005782717394244556
484.79728;0.016648237865074262;0.23423805815777593;0.944500818641483;0.109481917299883;0.009029341081597378;0.0057529547369442515
485.52347;0.01667979228702846;0.2443327798961238;0.9433804036671846;0.10959961331578508;0.008665632076461486;0.005765795778311197
486.24966000000006;0.01707372544623834;0.26039497691275737;0.9639244139590686;0.10825953467117544;0.008297049884194085;0.005779662415456459
486.97585;0.016318375524503104;0.25965913190621615;0.9209637892626109;0.10769389011668663;0.007841382858251342;0.00572129835172576
487.70204;0.016849569769306502;0.2793373301597129;0.9486350696007809;0.10646634676456028;0.007394106226710968;0.005658701090336118
488.42823;0.017192977329445917;0.2965671657710186;0.9626863147385034;0.10575922961893724;0.006999092425734364;0.00561249153217389
489.15442;0.017416765377460224;0.31156196469147046;0.9668592038210893;0.10418517922684402;0.006728761069023234;0.005583028163318284
489.8806100000001;0.017565906063851583;0.3247990045797398;0.9634294356669502;0.10360525955754978;0.006511053180073532;0.00563000704672469
490.6068;0.017817184906935842;0.33887024845573077;0.9596916117720156;0.10127363851699678;0.006179021216921361;0.005628664806778669
491.33299;0.0182448433076932;0.3581735189557905;0.9673235468088505;0.09986926071929905;0.005861696982384606;0.005642947978277028
492.05918;0.01828972241980657;0.3700931713271091;0.9524157233265876;0.0982666984925476;0.005646828842835949;0.005684427417052359
492.78537000000006;0.0182759927811116;0.38135377086972283;0.9351559298716292;0.09712475024021619;0.0054322571104008675;0.00572100381361673
493.51156;0.01874683167453876;0.4009885858778707;0.9405189085540732;0.09608206141799379;0.005196828270351732;0.00573762430659943
494.23775;0.019244704204942897;0.41849276913029493;0.9404567693708181;0.09601162681742832;0.004987541644004596;0.005757109543042169
494.96394;0.019443641462634068;0.42750536176185416;0.9217128460175367;0.09204379211140667;0.004813075216094336;0.005788282822910236
495.69013000000007;0.020224709151211846;0.4491578703797588;0.9280769863738844;0.08970755242185678;0.004647196037538346;0.005812114917978601
496.41632;0.02093168792788226;0.4655168309169319;0.9154701468949022;0.0855718495380056;0.0044665006520154356;0.005803576213276362
497.14251;0.021553883135257836;0.48712549217385503;0.9161430116058159;0.08225762658773218;0.004269075332342135;0.005837089468008109
497.8687;0.0217217966392724;0.502479314211775;0.9080683852169956;0.08068429161187493;0.004075781670200683;0.005817913108883128
498.59489;0.021612610643734334;0.5121657044320743;0.8926669825173079;0.07932853787326846;0.00390717447356869;0.0058794288881862155
499.32108000000005;0.021407060971084076;0.5209510294555596;0.8770284450922606;0.07810263631234536;0.0037668037955366396;0.005959355344806183
500.04727;0.021212352905848095;0.5309406782483046;0.863848454765742;0.08468031283306816;0.006250352371379781;0.006011315029795554
500.77346;0.021442491472371518;0.5516263985490117;0.8680539514550426;0.07951479327349233;0.006073074832745081;0.006042552464644465
501.49965;0.020862653117901503;0.556262070327863;0.8449136881731973;0.0761113008027476;0.005875569516947935;0.006108131101043131
502.22584000000006;0.020704649889494314;0.5731341460305239;0.8375997379437502;0.07758645602363891;0.00563989627811139;0.006157222758740968
502.95203;0.01985660228403862;0.5765195017887043;0.8062386195756535;0.07810377518768918;0.005471431403643779;0.006254542652902314
503.67822;0.019862717414328532;0.6027653507943275;0.8017625512528831;0.08204010383477356;0.005363115979064433;0.0064180075196284825
504.40441;0.018952103593786525;0.6101186882691045;0.7746606815037308;0.08617984382794508;0.0051611722837945125;0.006464044236851885
505.1306;0.018687580615760545;0.6306867621938097;0.7648455359603717;0.08364872512284652;0.004950255694269892;0.00650235340901434
505.8567900000001;0.01831623994115865;0.6358880858129854;0.7368907303608628;0.08751155822689467;0.0048252940759329595;0.006614527321001134
506.58298;0.01849862109262712;0.6511636985557517;0.7223119155501839;0.08291798798887297;0.004708959365743378;0.006731373810405168
507.30917;0.019185203995015547;0.6737076784633773;0.7168583167064254;0.08063602673602202;0.004563003835584238;0.006821966049251458
508.03536;0.019637029803793532;0.6819784440860054;0.69881390577579;0.0767335113339889;0.004417143257894283;0.006904052506937692
508.76155000000006;0.019673916051337285;0.6770418041091993;0.6693534182813852;0.07408266473483152;0.0042851839903919;0.006935315653488628
509.48774;0.020701644572445964;0.7014645223232662;0.6688462685150718;0.0717415678443172;0.004210399143270087;0.007029550933343221
510.21393;0.02109794112472985;0.7119643984753521;0.6530799769781811;0.07008694161451372;0.004135944986197299;0.007151330774967087
510.94012;0.022176935752434453;0.7419830870016328;0.6521197277551571;0.06769193930689041;0.004027042032095221;0.007185964745779201
511.66631000000007;0.0221215974956442;0.7339917581356535;0.6149398970044071;0.06616909586004098;0.003953928721828831;0.007487192007864928
512.3925;0.02301633095386181;0.7525589811251429;0.5973401385903659;0.06318182399585107;0.003839791889265967;0.007704045938588285
513.11869;0.023654307563921634;0.7634317605522325;0.5719442528394877;0.061480118943406124;0.0037230428710371905;0.007935438260854357
513.84488;0.02424245202323683;0.7680945739328463;0.5423807651940671;0.05777499014530444;0.003648407129858339;0.008261631196108121
514.57107;0.025233502505253042;0.7794068391931058;0.518823237629015;0.05527504349160682;0.003552549543465004;0.00850098283101502
515.29726;0.026632647125307735;0.7988666428174289;0.5028834433073761;0.05215746399028348;0.003459493758899465;0.008757090228305333
516.02345;0.027614804561890888;0.8059460683959258;0.4800983435823417;0.0502768195547347;0.0033585626275091126;0.008940087887562183
516.74964;0.0286492598407036;0.8146630767392581;0.4571024684269711;0.0464765383743004;0.0032659599822668552;0.009162544177223382
517.4758300000001;0.02983950661381885;0.83007120946922;0.4434880175157814;0.043685792663048534;0.00317040073331292;0.009397892513978372
518.2020200000001;0.030425221683158952;0.8250343359927282;0.4215444696328355;0.04205484172744549;0.0030885708756541;0.009693762674796956
518.92821;0.032122738978413126;0.8481944102492415;0.41635438345445186;0.040763247427190306;0.0030240653440316355;0.009952520828065324
519.6544;0.03348534744889811;0.8605621691913686;0.4066181256830611;0.038950576512239654;0.0029734077265928982;0.010280393299562844
520.38059;0.03497757331938098;0.8771997088858304;0.4007230006847098;0.03773723719676845;0.002988597011379766;0.005638570424924917
521.1067800000001;0.03564610696088605;0.8694611131772078;0.3835774735872787;0.035631006943065036;0.002927584486569208;0.005907877820734316
521.83297;0.03693873956263996;0.8760854981377864;0.3727568838954117;0.034128494708683704;0.002867336406282831;0.006030734352722505
522.55916;0.03827377719604839;0.884609252307399;0.3597956804319667;0.03292813290009248;0.0028150966725565005;0.006212797305573225
523.28535;0.03890304195191615;0.8775926370727339;0.33862810467332227;0.03207455047400674;0.002818626108024313;0.0064986848619335465
524.01154;0.040290322772522834;0.8878826599679696;0.3209156806906494;0.030810861372328108;0.0027712550261343206;0.0068535829874269896
524.73773;0.04129801659327966;0.8930126407229985;0.30489819385556743;0.029971803400137553;0.002730109629615131;0.00709749183853948
525.46392;0.04143992179194875;0.8830554752304931;0.2849510460826772;0.028847047795476997;0.0026893524777929123;0.007555540649473837
526.19011;0.04229523775133192;0.8918651687807106;0.2732915887947621;0.02794828240957477;0.002669003500936097;0.00783993028260836
526.9163000000001;0.04267373649669155;0.8937676574271006;0.26151696895970783;0.027688073033156062;0.002650371692119238;0.00824482926257601
527.6424900000001;0.044030446225649895;0.9164957602418834;0.25849643697132774;0.027544508923510083;0.002592575260200481;0.008165674834037769
528.36868;0.04465142475684553;0.9250115141161401;0.2519714554773184;0.026840025379370417;0.0025351946566653386;0.008184280497350534
529.09487;0.044060138094854776;0.9122339617981975;0.24139332514841685;0.026380239060822448;0.0025182806672361447;0.00848763571353566
529.82106;0.04458303242222393;0.9250788885430229;0.23822116156937548;0.02628189785968341;0.0025267328560462324;0.00881369322494111
530.5472500000001;0.04523817457888836;0.9452217347724858;0.23772616147511877;0.026146360184414404;0.002512854133806157;0.008960418386533452
531.27344;0.04321140977370004;0.9136723935657114;0.2235836128230044;0.026521204354000502;0.0025046590506381827;0.009291066459475226
531.99963;0.041128687264547284;0.8885714042973318;0.21220363261525405;0.027168425346760672;0.002498617721373079;0.009354264751527142
532.72582;0.040011457516135294;0.8889460497770796;0.20800804270889645;0.02804587228591401;0.0025015881181402896;0.009447348647195096
533.45201;0.0385820020824312;0.8858670728091833;0.20281627763688936;0.02934825330246376;0.002502552267663417;0.009735709306808154
534.1782000000001;0.03739327490329556;0.889319130597712;0.19792778586672147;0.02962437790903922;0.002472487042304028;0.00998724142190343
534.90439;0.036577283832738755;0.9028362347502529;0.19464805894980655;0.030494344984449046;0.0024554797071578453;0.010173511293067813
535.63058;0.035309067838630595;0.9049178239777799;0.18777326085763263;0.03147099008672954;0.0024544362747923685;0.010477885033157108
536.3567700000001;0.03344596743341332;0.8915079900596841;0.1777686003517213;0.032847021570463375;0.00244780757809059;0.01097237979324676
537.08296;0.0320556185156258;0.8889349656176249;0.1704323750788259;0.0342075449674993;0.002445224719095025;0.011610572389430942
537.80915;0.03061325314449181;0.8874595934207042;0.16330013497791684;0.03603379013113004;0.0024475780898591936;0.011951820622667041
538.53534;0.02995110674316917;0.9061134346846906;0.15962771512089702;0.03719447648185971;0.0024431993631553388;0.012351956246974266
539.26153;0.027547224577837745;0.8703951873633472;0.14581227120707851;0.03891302354193802;0.002440770355159463;0.012889117479303007
539.9877200000001;0.02608696359780151;0.8591768432589615;0.13661273344456526;0.04038222642319112;0.0024435905407039727;0.013597461423271904
540.71391;0.024603837870286027;0.8455146185369417;0.12758435083927047;0.04208061457804743;0.0024303208977297687;0.014285649138040967
541.4401;0.02309947711686593;0.8261882764761175;0.1183916331204961;0.04405344057529248;0.002453171487783326;0.015353288557382314
542.16629;0.02219002625850476;0.8270775956687519;0.11348061555923424;0.04655209828457006;0.0024661487112746685;0.00607235427059324
542.89248;0.020942839557142743;0.809688323221893;0.10770313162061686;0.04797513109766034;0.0024590401946515223;0.006067955582703281
543.6186700000001;0.020445416262866094;0.8183599644373355;0.10698120892430832;0.0499558279011211;0.002462124119489155;0.006066206376968389
544.34486;0.019982926961477517;0.8244687258883842;0.10721027366298481;0.05082856088201484;0.0024601194968387778;0.006062376959987335
545.07105;0.01927804870942087;0.8154581029948392;0.1063746796318267;0.05222843026089307;0.0024446869953359965;0.006059725974122748
545.79724;0.018994299992843418;0.819844850867025;0.10723612615579801;0.05286343826394297;0.002440890747232622;0.006056026612054124
546.52343;0.018705121375563988;0.8231041471455461;0.10670716135977242;0.05402737166017571;0.002430213498009616;0.0060598998947404645
547.24962;0.018437826582614548;0.8239097388025232;0.10536934503932524;0.05385325407315376;0.0023965590952785202;0.006030641773219872
547.97581;0.017856485470768596;0.8051479306097868;0.101231105790296;0.054046900336746875;0.0023955530089495485;0.006150752547200388
548.702;0.0178946037933118;0.8072626140192756;0.0995628792842952;0.05470337876090708;0.0023853423106249493;0.006310319408894335
