Wavelength,Total
"464,409","0,416912407151096"
"464,696","0,417053969795948"
"464,982","0,418427798128313"
"465,269","0,417116450467593"
"465,555","0,416576904594036"
"465,842","0,414597651915051"
"466,128","0,414036727325042"
"466,414","0,412600957375488"
"466,7","0,412489277559173"
"466,987","0,412102532593381"
"467,273","0,411004054676127"
"467,559","0,408491592780817"
"467,845","0,408382207772981"
"468,132","0,409292175686234"
"468,418","0,408239828550482"
"468,704","0,40720744149658"
"468,99","0,407605521664684"
"469,276","0,407179631688654"
"469,562","0,406723508879231"
"469,848","0,406261168138465"
"470,134","0,40494217109897"
"470,421","0,405687975096307"
"470,707","0,406063880460302"
"470,993","0,404708828169034"
"471,278","0,403874735865664"
"471,564","0,402040005069891"
"471,85","0,402598972723125"
"472,136","0,402623999211198"
"472,422","0,401121161809174"
"472,708","0,402502100251156"
"472,994","0,402831256753918"
"473,28","0,402795588759495"
"473,565","0,40269707253947"
"473,851","0,401566249035171"
"474,137","0,401198567801415"
"474,423","0,398643585626035"
"474,708","0,398673340426817"
"474,994","0,400857995549794"
"475,28","0,400862352149145"
"475,565","0,400899774307327"
"475,851","0,399466652957105"
"476,137","0,398440635248691"
"476,422","0,399011251466037"
"476,708","0,399680587793361"
"476,993","0,399925836706327"
"477,279","0,400391764845974"
"477,564","0,401930206517385"
"477,85","0,401711131741496"
"478,135","0,401261344432473"
"478,421","0,399905270161636"
"478,706","0,399627170395142"
"478,991","0,397701150707394"
"479,277","0,397381748687032"
"479,562","0,397443945419514"
"479,848","0,39747393883364"
"480,133","0,397339737513165"
"480,418","0,399340788883589"
"480,703","0,397538422083088"
"480,989","0,396274336783273"
"481,274","0,397154717452008"
"481,559","0,398312906036868"
"481,844","0,39703499964887"
"482,129","0,395009391396907"
"482,414","0,394023192620432"
"482,7","0,394998812937139"
"482,985","0,394107460285722"
"483,27","0,393564402928982"
"483,555","0,394041676417603"
"483,84","0,393512199697254"
"484,125","0,391630450328839"
"484,41","0,395782840321055"
"484,695","0,394539210290739"
"484,98","0,395134397755809"
"485,265","0,395876515444726"
"485,549","0,39440174370476"
"485,834","0,394395449646701"
"486,119","0,394263406048143"
"486,404","0,393144469606086"
"486,689","0,393924363553073"
"486,974","0,395001070886955"
"487,258","0,393126049734913"
"487,543","0,393396290887971"
"487,828","0,391760019555737"
"488,113","0,391424339016731"
"488,397","0,389376989052119"
"488,682","0,388052929097256"
"488,967","0,388111842952042"
"489,251","0,391086985262743"
"489,536","0,391785353897469"
"489,82","0,390014579332748"
"490,105","0,390144392647841"
"490,389","0,388935713869777"
"490,674","0,390082620298724"
"490,958","0,388127394783909"
"491,243","0,389089665151721"
"491,527","0,389999125808562"
"491,812","0,389500850898211"
"492,096","0,390111452543257"
"492,38","0,387631930393009"
"492,665","0,388334100208902"
"492,949","0,388803149382528"
"493,233","0,38941694384079"
"493,518","0,388086643321613"
"493,802","0,386257297243196"
"494,086","0,386159223993361"
"494,371","0,386854980718455"
"494,655","0,386734638747562"
"494,939","0,387275708367826"
"495,223","0,387233643823495"
"495,507","0,387550705515435"
"495,791","0,388489812686575"
"496,075","0,388597044760721"
"496,359","0,387570390163379"
"496,644","0,38776361429906"
"496,928","0,387431956182945"
"497,212","0,387607670976358"
"497,496","0,387411811007886"
"497,779","0,385550073157737"
"498,063","0,386090895494673"
"498,347","0,385123959160393"
"498,631","0,384631198647193"
"498,915","0,387082470092359"
"499,199","0,389238045373625"
"499,483","0,387723477070717"
"499,767","0,386563082144799"
"500,05","0,386791599518596"
"500,334","0,385889856615145"
"500,618","0,386324258395423"
"500,902","0,385897955353209"
"501,185","0,385559980605373"
"501,469","0,385910963884561"
"501,753","0,384090160944528"
"502,036","0,384479850059499"
"502,32","0,384158586379422"
"502,603","0,383782627353911"
"502,887","0,382644329608184"
"503,171","0,382859706873796"
"503,454","0,384359963202883"
"503,738","0,383428529717515"
"504,021","0,382754833604028"
"504,305","0,382382807829991"
"504,588","0,380867630864075"
"504,871","0,381125149850488"
"505,155","0,380148050464403"
"505,438","0,380265051903578"
"505,722","0,382021119779577"
"506,005","0,381612213367882"
"506,288","0,381617866452253"
"506,571","0,381209836861872"
"506,855","0,382593103458106"
"507,138","0,381940892493265"
"507,421","0,380988578111534"
"507,704","0,382894856479561"
"507,987","0,381800419083865"
"508,271","0,382264314158079"
"508,554","0,382964769488368"
"508,837","0,382964086233297"
"509,12","0,380491897091578"
"509,403","0,380712811929367"
"509,686","0,381754512225237"
"509,969","0,380324120646404"
"510,252","0,379184572726519"
"510,535","0,382367215072105"
"510,818","0,384398399854081"
"511,101","0,381631636486141"
"511,384","0,381387265467308"
"511,667","0,385168156416274"
"511,95","0,386840377817491"
"512,232","0,384653323793031"
"512,515","0,382294987871376"
"512,798","0,381182002531992"
"513,081","0,38025386239361"
"513,364","0,38162376213477"
"513,646","0,380849524811715"
"513,929","0,383775177581947"
"514,212","0,384547931391052"
"514,494","0,385321408293694"
"514,777","0,386243923434433"
"515,06","0,38549662357294"
"515,342","0,385276182156107"
"515,625","0,385358841780084"
"515,907","0,383969544712264"
"516,19","0,384454915729459"
"516,472","0,387235730400446"
"516,755","0,387001057523923"
"517,037","0,386080294874407"
"517,32","0,385898128749817"
"517,602","0,386968101700617"
"517,884","0,386547587244954"
"518,167","0,388020792643086"
"518,449","0,388956077980029"
"518,732","0,389065626990769"
"519,014","0,389666862043977"
"519,296","0,389533140261673"
"519,578","0,390711912519493"
"519,861","0,389745035587093"
"520,143","0,388624958217357"
"520,425","0,386328502819724"
"520,707","0,38618586228598"
"520,989","0,385182245929269"
"521,271","0,385450069615754"
"521,554","0,38552940827072"
"521,836","0,38421020005579"
"522,118","0,382821297522511"
"522,4","0,381078598481561"
"522,682","0,381568821107704"
"522,964","0,38146118374943"
"523,246","0,382986166649978"
"523,528","0,383426235347186"
"523,81","0,383108216493291"
"524,091","0,384381576805138"
"524,373","0,382223793849947"
"524,655","0,382202353692016"
"524,937","0,385385708403716"
"525,219","0,383732755456701"
"525,501","0,38564882026435"
"525,782","0,385495245206289"
"526,064","0,384458519268852"
"526,346","0,385573110383739"
"526,628","0,388520024933477"
"526,909","0,388916619493944"
"527,191","0,38998633632282"
"527,472","0,390172498669834"
"527,754","0,39037687250241"
"528,036","0,388089927578902"
"528,317","0,388028915560581"
"528,599","0,390742646304304"
"528,88","0,391225015189815"
"529,162","0,392259583075909"
"529,443","0,394069829387978"
"529,725","0,393648693210043"
"530,006","0,393868956379535"
"530,288","0,392768146620437"
"530,569","0,392417398531743"
"530,85","0,391230776497283"
"531,132","0,390319596496536"
"531,413","0,391545297158367"
"531,694","0,392082727027002"
"531,975","0,391911016357041"
"532,257","0,391088201052843"
"532,538","0,392845384418502"
"532,819","0,390717251022749"
"533,1","0,390838934079641"
"533,381","0,393814433170969"
"533,663","0,395941906911672"
"533,944","0,397267552580055"
"534,225","0,396224819893327"
"534,506","0,394666203602137"
"534,787","0,398244399070938"
"535,068","0,399489438223574"
"535,349","0,399682493329791"
"535,63","0,398704621688407"
"535,911","0,399741257339861"
"536,192","0,398175763655563"
"536,473","0,398491741790209"
"536,754","0,398305756354368"
"537,034","0,402092650135535"
"537,315","0,400190517392649"
"537,596","0,396997822545917"
"537,877","0,396152008225667"
"538,158","0,393204119026838"
"538,438","0,393942951335959"
"538,719","0,397961470233226"
539,"0,397658832035616"
"539,28","0,399598171560186"
"539,561","0,400082682513185"
"539,842","0,402330964196998"
"540,122","0,402742266902306"
"540,403","0,397791374222558"
"540,683","0,401434548980077"
"540,964","0,403349532577154"
"541,245","0,403310017668542"
"541,525","0,405805039947524"
"541,805","0,40767006287953"
"542,086","0,406867356340274"
"542,366","0,408741984292378"
"542,647","0,40895694954653"
"542,927","0,406030295836187"
"543,207","0,407325840810227"
"543,488","0,411025472202556"
"543,768","0,410812102934937"
"544,048","0,408824644732832"
"544,329","0,40877365117146"
"544,609","0,413269087215993"
"544,889","0,4112615547211"
"545,169","0,411742530872267"
"545,449","0,412200992369678"
"545,73","0,410555283105884"
"546,01","0,410745094770155"
"546,29","0,414106667106031"
"546,57","0,415450599816782"
"546,85","0,415484795846526"
"547,13","0,414752334391838"
"547,41","0,41363898879375"
"547,69","0,416552861503741"
"547,97","0,41930795706242"
"548,25","0,417759921989878"
"548,53","0,419066414473246"
"548,81","0,420895590764759"
"549,09","0,421193686119116"
"549,369","0,421779463445216"
"549,649","0,422877882247763"
"549,929","0,422416780274885"
"550,209","0,42161220303459"
"550,489","0,423032371730566"
"550,768","0,426674127987"
"551,048","0,428261184652599"
"551,328","0,42894612767466"
"551,607","0,426608915386921"
"551,887","0,425455347338433"
"552,167","0,426825792086928"
"552,446","0,426826665899429"
"552,726","0,42853650699057"
"553,005","0,427099001758496"
"553,285","0,428694150225951"
"553,564","0,430167163790697"
"553,844","0,430820336795253"
"554,123","0,435152975439148"
"554,403","0,433892258074719"
"554,682","0,434660145311731"
"554,962","0,434417597319258"
"555,241","0,434678845121834"
"555,52","0,433360837175175"
"555,8","0,434442968205264"
"556,079","0,433799596575259"
"556,358","0,430623982096732"
"556,637","0,431135315932632"
"556,917","0,431793013517294"
"557,196","0,432218984318646"
"557,475","0,434167429970377"
"557,754","0,436741367241556"
"558,033","0,434201622895922"
"558,312","0,432098593835603"
"558,591","0,436057219964082"
"558,87","0,43887269606832"
"559,149","0,440170377065021"
"559,428","0,44106019445175"
"559,707","0,440036490559234"
"559,986","0,43763178875055"
"560,265","0,436606799452586"
"560,544","0,435970137282838"
"560,823","0,438750757919442"
"561,102","0,440203268523498"
"561,381","0,444306483235166"
"561,66","0,443958449813479"
"561,939","0,44184647743878"
"562,217","0,441134066283944"
"562,496","0,44451540825438"
"562,775","0,442105601907082"
"563,053","0,440553143693256"
"563,332","0,445737718155878"
"563,611","0,449318844093711"
"563,889","0,450067845862131"
"564,168","0,44654418216117"
"564,447","0,447598920485654"
"564,725","0,44878358640837"
"565,004","0,448060292848892"
"565,282","0,452351310191487"
"565,561","0,4530862188996"
"565,839","0,452962652167071"
"566,118","0,453153772674592"
"566,396","0,455245821318013"
"566,675","0,456586067165757"
"566,953","0,454370904847485"
"567,231","0,455193377361515"
"567,51","0,458518687262124"
"567,788","0,455430243793978"
"568,066","0,455495645562796"
"568,344","0,455429538692564"
"568,623","0,457991447267826"
"568,901","0,459401338307545"
"569,179","0,45696823807721"
"569,457","0,456859967309686"
"569,735","0,462015934203058"
"570,014","0,460843888501894"
"570,292","0,459412850338355"
"570,57","0,466128430770585"
"570,848","0,471114447316994"
"571,126","0,470504174380936"
"571,404","0,466467930112603"
"571,682","0,46964464100065"
"571,96","0,468895597945931"
"572,238","0,471079582034066"
"572,516","0,468103776957702"
"572,793","0,467336282313993"
"573,071","0,464786892281148"
"573,349","0,466276651780892"
"573,627","0,46795048844975"
"573,905","0,471192948028658"
"574,182","0,474899319880174"
"574,46","0,475720229494918"
"574,738","0,474223846932144"
"575,016","0,473247226729468"
"575,293","0,476956961121671"
"575,571","0,476951167554021"
"575,849","0,475062193270178"
"576,126","0,473631218776216"
"576,404","0,474570272419511"
"576,681","0,477437151619746"
"576,959","0,475440050826813"
"577,236","0,473541133196828"
"577,514","0,472589760439549"
"577,791","0,469766560378279"
"578,069","0,477334261009904"
"578,346","0,481570564108005"
"578,623","0,480936468317722"
"578,901","0,483038216535261"
"579,178","0,484190556661667"
"579,455","0,482950412470353"
"579,733","0,485581572822814"
"580,01","0,487275127610837"
"580,287","0,48901326544987"
"580,564","0,48755198716931"
"580,842","0,486662910439268"
"581,119","0,490557796755875"
"581,396","0,489167024156078"
"581,673","0,4836297701399"
"581,95","0,483129937380787"
"582,227","0,478548351856684"
"582,504","0,481566541685902"
"582,781","0,486204456224335"
"583,058","0,494699798675179"
"583,335","0,495813913156028"
"583,612","0,491326755636978"
"583,889","0,487633414856269"
"584,166","0,487539284053333"
"584,443","0,48827036768166"
"584,72","0,488624435866963"
"584,997","0,49064708769481"
"585,273","0,490227892590385"
"585,55","0,490016326097515"
"585,827","0,494537452274186"
"586,104","0,498480238477332"
"586,38","0,49723977980181"
"586,657","0,49981804149806"
"586,934","0,499138387827599"
"587,21","0,50117990759425"
"587,487","0,500698519887567"
"587,764","0,494769581978292"
"588,04","0,496248675840228"
"588,317","0,49791324056766"
"588,593","0,500406564474443"
"588,87","0,507769271524826"
"589,146","0,509199550232726"
"589,423","0,506193559254222"
"589,699","0,509676491447969"
"589,975","0,508401163318599"
"590,252","0,50297228792653"
"590,528","0,501010744038424"
"590,805","0,505402134163986"
"591,081","0,508909867672347"
"591,357","0,513857422803604"
"591,633","0,509927369367165"
"591,91","0,509260407428734"
"592,186","0,510321466984393"
"592,462","0,517957649868259"
"592,738","0,518248128019907"
"593,014","0,516868988940472"
"593,29","0,512293450399611"
"593,566","0,510157427181699"
"593,843","0,511904177788103"
"594,119","0,516077932554289"
"594,395","0,518454620257442"
"594,671","0,521109768476477"
"594,947","0,521885743401969"
"595,222","0,519850270553617"
"595,498","0,519808598992365"
"595,774","0,527139549744985"
"596,05","0,52340251538263"
"596,326","0,516098407092545"
"596,602","0,516959717184298"
"596,878","0,519501636388302"
"597,153","0,523677505954921"
"597,429","0,523650932130062"
"597,705","0,521155849200861"
"597,981","0,518413686229235"
"598,256","0,515438519977286"
"598,532","0,515317929323741"
"598,808","0,519767063020929"
"599,083","0,522403711878271"
"599,359","0,528854367532047"
"599,634","0,532032375787513"
"599,91","0,528691192454037"
"600,185","0,528504184366661"
"600,461","0,532035076462956"
"600,736","0,533420135197907"
"601,012","0,531252782136609"
"601,287","0,533851691040546"
"601,562","0,5326092003142"
"601,838","0,526966395199471"
"602,113","0,522993385083841"
"602,388","0,525591898417933"
"602,664","0,530543383138008"
"602,939","0,527397426686243"
"603,214","0,527889644367254"
"603,489","0,531429366127927"
"603,765","0,538752809737384"
"604,04","0,533465272119095"
"604,315","0,530278184201427"
"604,59","0,532226557595093"
"604,865","0,53448947788744"
"605,14","0,539320992990435"
"605,415","0,537658341785473"
"605,69","0,538461423379993"
"605,965","0,539646488397761"
"606,24","0,534751489167267"
"606,515","0,533057139177684"
"606,79","0,537501815705363"
"607,065","0,541663749034535"
"607,34","0,543311193047545"
"607,615","0,540191679798468"
"607,889","0,535044269391145"
"608,164","0,528677289854859"
"608,439","0,532328615240635"
"608,714","0,539646880922342"
"608,988","0,54892077513852"
"609,263","0,546734319939299"
"609,538","0,549678665066227"
"609,812","0,54366523174937"
"610,087","0,540933361728438"
"610,362","0,544444819193151"
"610,636","0,550687389982518"
"610,911","0,552451579279846"
"611,185","0,554173351574417"
"611,46","0,555991206436703"
"611,734","0,561598993694517"
"612,009","0,560941647554906"
"612,283","0,566252511327161"
"612,558","0,567896943625396"
"612,832","0,563538877275735"
"613,106","0,553877274609696"
"613,381","0,550733878524471"
"613,655","0,554194488199662"
"613,929","0,556182509337856"
"614,203","0,558738220159489"
"614,478","0,563296573795485"
"614,752","0,556922575715613"
"615,026","0,557808782813354"
"615,3","0,559471428841268"
"615,574","0,561619876393197"
"615,848","0,562641330660131"
"616,122","0,558061157512797"
"616,397","0,557036396612809"
"616,671","0,562443247683804"
"616,945","0,561187064277594"
"617,219","0,560719117309691"
"617,493","0,565260257198728"
"617,766","0,566204024285029"
"618,04","0,569466817691935"
"618,314","0,564030582029809"
"618,588","0,560472366074108"
"618,862","0,564961109087062"
"619,136","0,567448739218325"
"619,409","0,570380868680216"
"619,683","0,564546793069374"
"619,957","0,56783752203238"
"620,231","0,572037338467195"
"620,504","0,570763990411918"
"620,778","0,575531167026823"
"621,052","0,574011735754866"
"621,325","0,566394492425508"
"621,599","0,558943183843098"
"621,872","0,562737493752951"
"622,146","0,568944259662805"
"622,419","0,56845357818718"
"622,693","0,566039361905659"
"622,966","0,567476775030988"
"623,24","0,573200525192113"
"623,513","0,572744036864277"
"623,787","0,567017772641612"
"624,06","0,567745137951275"
"624,333","0,572455557121754"
"624,607","0,573213527802964"
"624,88","0,576644252946636"
"625,153","0,579133112377141"
"625,426","0,581935567400111"
"625,7","0,578136357192259"
"625,973","0,57142705271409"
"626,246","0,573841606106182"
"626,519","0,5709631422637"
"626,792","0,567889293102075"
"627,065","0,565974679057339"
"627,338","0,570284089625512"
"627,611","0,572668989760265"
"627,884","0,567936997575986"
"628,157","0,565018414714989"
"628,43","0,562978863920733"
"628,703","0,563506906320281"
"628,976","0,565850812917803"
"629,249","0,57006443444298"
"629,522","0,569019881613633"
"629,795","0,566718467557141"
"630,067","0,567315296348729"
"630,34","0,566788355682549"
"630,613","0,568078372314408"
"630,886","0,566651310477057"
"631,158","0,563862214556449"
"631,431","0,567444922332515"
"631,704","0,56791270863576"
"631,976","0,569006036751071"
"632,249","0,57190066626413"
"632,522","0,581417441452601"
"632,794","0,583571854520373"
"633,067","0,579122196522063"
"633,339","0,579806260087021"
"633,612","0,581818553230276"
"633,884","0,579742462142702"
"634,157","0,575776687034134"
"634,429","0,579823492801975"
"634,701","0,588156216459787"
"634,974","0,59000135132779"
"635,246","0,594644241722224"
"635,518","0,598660627053757"
"635,791","0,601900076045311"
"636,063","0,599731083886905"
